record_id,date_time,building_type,city_zone,energy_consumption_kwh,temperature_celsius,occupancy_level,peak_hour,renewable_energy_used_percent,peak_load_risk
1023,2024-02-12 14:00:00,Industrial,West,174.92,35.9,108,No,26.6,Medium
1024,2024-02-12 15:00:00,Residential,West,426.76,11.8,276,No,32.9,Low
1025,2024-02-12 16:00:00,Residential,West,281.81,37.9,180,Yes,48.2,High
1026,2024-02-12 17:00:00,Commercial,Central,259.8,35.8,213,Yes,80.0,Medium
1027,2024-02-12 18:00:00,Commercial,West,54.29,28.9,293,No,39.4,High
1028,2024-02-12 19:00:00,Commercial,North,12.93,18.5,72,Yes,16.7,Low
1029,2024-02-12 20:00:00,Industrial,West,482.02,15.5,283,No,13.0,Low
1030,2024-02-12 21:00:00,Residential,Central,191.61,9.9,175,No,3.4,High
1031,2024-02-12 22:00:00,Residential,West,303.59,25.4,123,No,44.7,Medium
1032,2024-02-12 23:00:00,Industrial,East,44.46,28.4,227,Yes,43.6,High
1033,2024-02-13 00:00:00,Residential,East,343.14,19.4,390,No,16.4,Low
1034,2024-02-13 01:00:00,Commercial,Central,466.62,24.0,444,No,55.6,Low
1035,2024-02-13 02:00:00,Commercial,North,289.95,19.5,301,Yes,59.3,Medium
1036,2024-02-13 03:00:00,Commercial,North,67.43,30.6,428,Yes,20.7,Low
1037,2024-02-13 04:00:00,Residential,South,292.95,41.1,83,No,27.5,Medium
1038,2024-02-13 05:00:00,Commercial,Central,384.34,11.6,253,No,79.2,Low
1039,2024-02-13 06:00:00,Industrial,West,206.18,20.3,146,No,29.9,Low
1040,2024-02-13 07:00:00,Industrial,Central,440.52,10.6,120,Yes,60.9,Low
1041,2024-02-13 08:00:00,Residential,South,326.1,30.0,65,No,36.2,Low
1042,2024-02-13 09:00:00,Industrial,Central,450.13,34.2,281,No,63.5,Low
1043,2024-02-13 10:00:00,Industrial,Central,313.64,42.3,283,No,61.5,Medium
1044,2024-02-13 11:00:00,Residential,South,69.99,16.2,391,No,53.4,Low
1045,2024-02-13 12:00:00,Commercial,North,158.3,43.0,428,No,68.4,Low
1046,2024-02-13 13:00:00,Commercial,West,104.89,7.5,106,No,75.1,High
1047,2024-02-13 14:00:00,Commercial,South,454.87,29.1,413,Yes,46.4,Medium
1048,2024-02-13 15:00:00,Residential,East,381.4,7.3,479,No,19.0,Low
1049,2024-02-13 16:00:00,Industrial,North,339.82,40.8,300,No,31.9,Medium
1050,2024-02-13 17:00:00,Commercial,East,153.98,26.2,107,Yes,60.7,High
1051,2024-02-13 18:00:00,Commercial,North,96.1,31.8,36,No,52.1,Low
1052,2024-02-13 19:00:00,Residential,West,379.44,38.3,147,No,14.2,Low
1053,2024-02-13 20:00:00,Commercial,West,239.71,11.0,262,Yes,4.1,Medium
1054,2024-02-13 21:00:00,Residential,Central,116.77,6.5,409,Yes,54.6,Low
1055,2024-02-13 22:00:00,Industrial,East,310.23,40.2,159,No,20.1,Medium
1056,2024-02-13 23:00:00,Residential,North,24.97,17.6,265,Yes,40.0,High
1057,2024-02-14 00:00:00,Residential,West,166.45,10.2,468,No,59.7,High
1058,2024-02-14 01:00:00,Residential,South,236.94,23.7,202,Yes,45.0,Low
1059,2024-02-14 02:00:00,Residential,West,78.24,28.9,421,No,6.7,Low
1060,2024-02-14 03:00:00,Industrial,South,492.4,6.2,155,Yes,14.8,High
1061,2024-02-14 04:00:00,Industrial,North,108.5,16.0,13,Yes,17.5,Medium
1062,2024-02-14 05:00:00,Commercial,West,69.52,6.3,297,No,20.6,Low
1063,2024-02-14 06:00:00,Industrial,West,105.75,21.8,384,No,45.2,Medium
1064,2024-02-14 07:00:00,Industrial,North,385.69,40.8,322,Yes,40.3,Low
1065,2024-02-14 08:00:00,Commercial,West,215.63,44.3,498,Yes,16.3,Low
1066,2024-02-14 09:00:00,Industrial,South,284.88,30.5,85,No,5.4,High
1067,2024-02-14 10:00:00,Residential,West,15.4,11.5,481,No,13.7,Low
1068,2024-02-14 11:00:00,Residential,East,22.04,41.2,280,No,78.8,Low
1069,2024-02-14 12:00:00,Commercial,Central,225.68,25.6,245,No,37.5,Low
1070,2024-02-14 13:00:00,Commercial,South,409.24,11.1,300,No,69.4,Medium
1071,2024-02-14 14:00:00,Commercial,East,443.19,41.9,362,No,67.9,Low
1072,2024-02-14 15:00:00,Residential,North,47.92,35.3,354,No,40.9,Medium
1073,2024-02-14 16:00:00,Industrial,South,271.49,34.3,316,No,56.5,Medium
1074,2024-02-14 17:00:00,Residential,Central,457.05,33.4,9,Yes,15.4,High
1075,2024-02-14 18:00:00,Commercial,Central,197.05,13.0,386,Yes,55.1,Low
1076,2024-02-14 19:00:00,Industrial,North,415.64,13.4,247,Yes,21.8,High
1077,2024-02-14 20:00:00,Industrial,North,71.18,32.5,312,Yes,66.6,Low
1078,2024-02-14 21:00:00,Residential,South,468.02,13.8,414,Yes,6.7,Medium
1079,2024-02-14 22:00:00,Commercial,West,376.95,22.5,278,No,61.9,Low
1080,2024-02-14 23:00:00,Residential,North,470.96,36.3,238,No,8.0,Low
1081,2024-02-15 00:00:00,Industrial,West,339.93,36.4,203,No,70.5,Medium
1082,2024-02-15 01:00:00,Residential,East,184.88,23.1,247,Yes,24.3,Low
1083,2024-02-15 02:00:00,Residential,Central,469.4,36.7,235,Yes,52.4,Low
1084,2024-02-15 03:00:00,Commercial,West,141.41,38.5,81,No,39.0,Low
1085,2024-02-15 04:00:00,Commercial,Central,169.43,31.2,356,Yes,29.3,Medium
1086,2024-02-15 05:00:00,Industrial,West,351.9,14.1,13,No,51.6,Low
1087,2024-02-15 06:00:00,Residential,East,383.83,16.0,327,No,75.8,Low
1088,2024-02-15 07:00:00,Residential,North,465.05,17.6,16,Yes,3.3,Low
1089,2024-02-15 08:00:00,Residential,East,106.38,9.7,481,Yes,73.5,Medium
1090,2024-02-15 09:00:00,Industrial,North,400.01,15.9,45,No,48.7,Low
1091,2024-02-15 10:00:00,Industrial,North,370.58,13.4,321,No,64.6,Low
1092,2024-02-15 11:00:00,Commercial,Central,36.58,23.2,139,No,30.7,Low
1093,2024-02-15 12:00:00,Commercial,East,196.68,41.3,326,No,37.7,Low
1094,2024-02-15 13:00:00,Commercial,West,144.97,9.2,148,Yes,69.5,Medium
1095,2024-02-15 14:00:00,Residential,East,155.72,33.8,355,No,33.2,Medium
1096,2024-02-15 15:00:00,Residential,Central,491.56,32.5,236,Yes,42.8,High
1097,2024-02-15 16:00:00,Commercial,North,323.17,8.8,191,Yes,1.6,Low
1098,2024-02-15 17:00:00,Residential,Central,360.25,41.9,101,No,12.7,High
1099,2024-02-15 18:00:00,Commercial,South,488.43,27.7,105,No,51.3,Low
1100,2024-02-15 19:00:00,Industrial,South,191.71,19.5,474,Yes,57.4,High
1101,2024-02-15 20:00:00,Commercial,West,401.91,35.3,250,Yes,46.6,Low
1102,2024-02-15 21:00:00,Industrial,Central,220.09,15.3,396,Yes,11.5,Medium
1103,2024-02-15 22:00:00,Residential,West,435.42,32.7,446,Yes,35.6,Low
1104,2024-02-15 23:00:00,Commercial,West,94.43,6.6,94,Yes,28.4,Low
1105,2024-02-16 00:00:00,Residential,South,474.1,38.6,220,No,39.7,High
1106,2024-02-16 01:00:00,Industrial,West,113.29,22.9,475,No,69.6,Medium
1107,2024-02-16 02:00:00,Industrial,South,166.48,30.5,298,No,62.1,High
1108,2024-02-16 03:00:00,Industrial,North,379.32,13.8,339,No,6.7,Medium
1109,2024-02-16 04:00:00,Residential,Central,199.91,32.1,453,No,71.2,Medium
1110,2024-02-16 05:00:00,Residential,West,306.06,35.9,442,No,37.7,Low
1111,2024-02-16 06:00:00,Residential,South,225.06,23.9,133,No,59.5,High
1112,2024-02-16 07:00:00,Residential,East,372.47,29.7,361,Yes,11.2,Medium
1113,2024-02-16 08:00:00,Industrial,West,118.02,23.3,155,No,53.7,Medium
1114,2024-02-16 09:00:00,Industrial,North,33.94,40.8,28,No,18.9,Low
1115,2024-02-16 10:00:00,Commercial,North,153.47,24.9,282,No,35.1,Medium
1116,2024-02-16 11:00:00,Commercial,East,239.78,38.7,475,No,1.3,High
1117,2024-02-16 12:00:00,Residential,South,88.17,37.1,116,No,12.1,Low
1118,2024-02-16 13:00:00,Industrial,West,180.62,21.4,305,No,7.4,Low
1119,2024-02-16 14:00:00,Industrial,South,202.99,14.2,234,Yes,19.2,Low
1120,2024-02-16 15:00:00,Industrial,North,33.41,21.2,405,No,8.0,Medium
1121,2024-02-16 16:00:00,Commercial,South,293.74,38.0,1,Yes,55.4,Low
1122,2024-02-16 17:00:00,Commercial,North,442.75,14.1,348,Yes,2.3,Low
1123,2024-02-16 18:00:00,Industrial,South,80.11,26.0,240,Yes,49.4,Low
1124,2024-02-16 19:00:00,Industrial,East,300.91,37.2,58,No,11.3,Medium
1125,2024-02-16 20:00:00,Industrial,Central,334.05,19.1,335,Yes,75.6,Low
1126,2024-02-16 21:00:00,Commercial,East,212.57,30.7,183,No,74.6,Low
1127,2024-02-16 22:00:00,Industrial,East,352.04,14.8,337,Yes,18.0,High
1128,2024-02-16 23:00:00,Industrial,Central,208.31,9.4,26,No,49.2,High
1129,2024-02-17 00:00:00,Residential,Central,254.8,36.8,468,No,2.2,Low
1130,2024-02-17 01:00:00,Residential,West,8.64,9.0,409,Yes,74.5,Medium
1131,2024-02-17 02:00:00,Commercial,West,347.4,15.9,77,Yes,41.8,Medium
1132,2024-02-17 03:00:00,Industrial,East,332.36,39.2,417,No,3.5,Low
1133,2024-02-17 04:00:00,Industrial,East,24.01,18.9,217,No,27.4,Low
1134,2024-02-17 05:00:00,Residential,North,187.28,43.9,328,No,6.1,Medium
1135,2024-02-17 06:00:00,Commercial,North,489.62,44.2,325,Yes,31.4,Low
1136,2024-02-17 07:00:00,Residential,West,213.26,15.7,262,No,53.6,Low
1137,2024-02-17 08:00:00,Residential,West,253.46,6.6,23,No,37.6,High
1138,2024-02-17 09:00:00,Residential,North,455.42,33.2,244,Yes,30.7,Medium
1139,2024-02-17 10:00:00,Residential,North,360.04,23.0,158,No,9.5,Medium
1140,2024-02-17 11:00:00,Industrial,South,293.12,9.0,206,Yes,19.6,Low
1141,2024-02-17 12:00:00,Industrial,South,399.91,33.3,310,No,8.0,Medium
1142,2024-02-17 13:00:00,Residential,North,432.86,6.2,87,No,64.6,Low
1143,2024-02-17 14:00:00,Commercial,South,231.16,39.8,267,Yes,10.8,Medium
1144,2024-02-17 15:00:00,Commercial,Central,240.18,10.5,415,Yes,47.6,Medium
1145,2024-02-17 16:00:00,Commercial,West,196.1,10.1,134,Yes,27.4,Medium
1146,2024-02-17 17:00:00,Commercial,West,483.52,12.0,267,No,18.1,Low
1147,2024-02-17 18:00:00,Residential,North,350.1,43.4,333,No,51.2,Medium
1148,2024-02-17 19:00:00,Industrial,East,46.2,32.7,268,No,36.6,High
1149,2024-02-17 20:00:00,Commercial,North,432.17,37.1,450,No,32.0,Medium
1150,2024-02-17 21:00:00,Residential,South,242.88,20.9,53,Yes,47.4,Low
1151,2024-02-17 22:00:00,Commercial,East,39.03,18.5,99,No,39.3,Medium
1152,2024-02-17 23:00:00,Commercial,South,277.11,14.4,247,No,24.3,Low
1153,2024-02-18 00:00:00,Residential,Central,211.5,24.2,36,No,44.7,High
1154,2024-02-18 01:00:00,Industrial,South,439.49,27.1,401,Yes,53.6,Medium
1155,2024-02-18 02:00:00,Industrial,Central,105.98,30.3,28,Yes,2.1,Low
1156,2024-02-18 03:00:00,Residential,Central,414.1,15.3,220,No,37.3,Low
1157,2024-02-18 04:00:00,Industrial,South,281.06,42.9,406,No,4.6,Low
1158,2024-02-18 05:00:00,Residential,South,32.03,11.8,102,Yes,14.9,High
1159,2024-02-18 06:00:00,Residential,Central,486.06,43.6,263,No,44.8,Low
1160,2024-02-18 07:00:00,Residential,East,258.74,5.6,271,No,69.3,Medium
1161,2024-02-18 08:00:00,Industrial,Central,148.98,24.2,224,Yes,70.6,High
1162,2024-02-18 09:00:00,Residential,West,237.36,18.3,139,No,5.6,Low
1163,2024-02-18 10:00:00,Commercial,Central,429.64,23.0,280,No,33.5,Low
1164,2024-02-18 11:00:00,Industrial,East,155.93,27.8,451,Yes,46.6,Medium
1165,2024-02-18 12:00:00,Industrial,West,100.37,22.4,286,No,11.8,Medium
1166,2024-02-18 13:00:00,Industrial,North,68.89,21.6,454,No,61.2,Low
1167,2024-02-18 14:00:00,Industrial,North,152.44,34.3,250,No,59.5,Low
1168,2024-02-18 15:00:00,Commercial,East,391.12,32.4,322,Yes,72.3,Medium
1169,2024-02-18 16:00:00,Industrial,Central,238.46,38.3,317,Yes,0.7,High
1170,2024-02-18 17:00:00,Industrial,South,117.6,15.0,78,No,17.3,Low
1171,2024-02-18 18:00:00,Residential,East,87.26,29.4,297,Yes,66.2,Low
1172,2024-02-18 19:00:00,Industrial,West,169.7,28.4,338,No,53.6,Low
1173,2024-02-18 20:00:00,Commercial,West,470.26,19.8,307,Yes,71.6,High
1174,2024-02-18 21:00:00,Commercial,North,174.8,24.4,428,Yes,4.6,Low
1175,2024-02-18 22:00:00,Commercial,West,494.12,17.6,351,No,47.8,High
1176,2024-02-18 23:00:00,Commercial,East,245.19,10.7,13,No,45.5,Low
1177,2024-02-19 00:00:00,Industrial,West,93.69,13.6,346,No,2.9,High
1178,2024-02-19 01:00:00,Industrial,East,446.11,9.2,492,Yes,41.1,Medium
1179,2024-02-19 02:00:00,Commercial,South,232.88,32.3,396,No,48.8,Medium
1180,2024-02-19 03:00:00,Commercial,North,356.29,31.4,82,Yes,15.3,Low
1181,2024-02-19 04:00:00,Industrial,West,491.94,43.0,9,No,21.9,Medium
1182,2024-02-19 05:00:00,Commercial,East,29.84,34.2,497,No,51.2,Low
1183,2024-02-19 06:00:00,Residential,Central,52.86,7.1,213,Yes,37.5,Low
1184,2024-02-19 07:00:00,Commercial,North,361.63,40.4,48,No,68.6,Low
1185,2024-02-19 08:00:00,Commercial,South,144.5,39.5,49,Yes,27.4,High
1186,2024-02-19 09:00:00,Residential,East,96.23,22.7,309,No,21.3,Medium
1187,2024-02-19 10:00:00,Residential,South,24.48,28.4,440,No,78.8,Medium
1188,2024-02-19 11:00:00,Industrial,South,15.81,44.0,40,No,72.9,Medium
1189,2024-02-19 12:00:00,Industrial,West,388.37,26.3,363,No,2.3,Low
1190,2024-02-19 13:00:00,Residential,West,71.54,41.2,280,Yes,61.7,High
1191,2024-02-19 14:00:00,Residential,East,236.52,8.3,226,Yes,8.8,Medium
1192,2024-02-19 15:00:00,Industrial,Central,304.92,12.6,456,Yes,2.2,Medium
1193,2024-02-19 16:00:00,Commercial,East,217.03,22.6,108,No,21.9,Medium
1194,2024-02-19 17:00:00,Residential,Central,18.42,28.4,245,No,21.5,High
1195,2024-02-19 18:00:00,Industrial,South,392.83,37.6,255,Yes,65.5,High
1196,2024-02-19 19:00:00,Commercial,North,10.2,44.5,33,No,56.9,Medium
1197,2024-02-19 20:00:00,Residential,East,382.14,20.6,23,Yes,78.5,Low
1198,2024-02-19 21:00:00,Commercial,East,447.19,6.9,333,Yes,56.9,Medium
1199,2024-02-19 22:00:00,Industrial,Central,219.26,37.0,54,No,33.5,Medium
1200,2024-02-19 23:00:00,Residential,South,270.09,29.2,309,No,55.9,Low
1201,2024-02-20 00:00:00,Commercial,South,241.11,12.9,49,No,80.0,Low
1202,2024-02-20 01:00:00,Residential,Central,197.66,24.8,462,Yes,56.8,Low
1203,2024-02-20 02:00:00,Commercial,South,444.28,34.7,78,No,60.9,Medium
1204,2024-02-20 03:00:00,Industrial,West,447.5,35.8,336,Yes,75.1,Low
1205,2024-02-20 04:00:00,Industrial,North,171.23,25.0,433,Yes,9.1,Low
1206,2024-02-20 05:00:00,Residential,East,309.46,17.2,358,No,56.4,Medium
1207,2024-02-20 06:00:00,Commercial,North,463.82,43.9,122,No,68.1,Medium
1208,2024-02-20 07:00:00,Residential,East,481.22,31.5,444,Yes,76.4,Low
1209,2024-02-20 08:00:00,Residential,West,256.93,21.3,359,Yes,16.9,Low
1210,2024-02-20 09:00:00,Commercial,South,229.15,16.2,90,No,40.3,High
1211,2024-02-20 10:00:00,Commercial,Central,142.95,34.2,346,Yes,54.4,Medium
1212,2024-02-20 11:00:00,Commercial,West,479.64,14.7,193,No,19.8,Low
1213,2024-02-20 12:00:00,Industrial,North,75.69,11.9,416,No,48.0,High
1214,2024-02-20 13:00:00,Residential,Central,292.02,26.2,377,Yes,20.6,Low
1215,2024-02-20 14:00:00,Residential,South,144.86,16.6,463,No,26.7,High
1216,2024-02-20 15:00:00,Industrial,West,143.11,30.2,244,No,35.3,Low
1217,2024-02-20 16:00:00,Commercial,Central,205.46,9.7,149,Yes,42.3,Low
1218,2024-02-20 17:00:00,Industrial,West,499.4,31.2,146,No,35.9,Low
1219,2024-02-20 18:00:00,Industrial,West,32.21,16.3,478,Yes,39.5,Low
1220,2024-02-20 19:00:00,Industrial,South,291.38,5.0,316,No,23.9,Medium
1221,2024-02-20 20:00:00,Residential,East,45.87,10.1,378,Yes,12.7,Medium
1222,2024-02-20 21:00:00,Industrial,Central,81.49,42.3,141,No,3.8,High
1223,2024-02-20 22:00:00,Residential,South,222.58,39.7,408,Yes,15.7,Low
1224,2024-02-20 23:00:00,Residential,West,257.68,14.3,286,Yes,46.6,Low
1225,2024-02-21 00:00:00,Residential,South,133.1,36.1,386,No,62.9,Low
1226,2024-02-21 01:00:00,Commercial,East,161.65,29.3,339,Yes,13.5,Low
1227,2024-02-21 02:00:00,Residential,Central,48.05,43.8,111,Yes,8.7,Medium
1228,2024-02-21 03:00:00,Residential,East,155.09,19.9,108,Yes,59.9,Low
1229,2024-02-21 04:00:00,Commercial,North,483.45,32.3,367,Yes,24.4,Medium
1230,2024-02-21 05:00:00,Residential,Central,472.63,7.5,281,No,76.1,Medium
1231,2024-02-21 06:00:00,Industrial,East,170.76,20.8,50,No,57.1,Low
1232,2024-02-21 07:00:00,Industrial,West,287.57,43.6,14,Yes,26.1,Medium
1233,2024-02-21 08:00:00,Residential,Central,455.25,26.6,134,No,23.2,Low
1234,2024-02-21 09:00:00,Commercial,Central,8.06,16.5,76,No,41.9,Low
1235,2024-02-21 10:00:00,Industrial,South,406.29,9.8,84,No,6.3,Medium
1236,2024-02-21 11:00:00,Commercial,West,474.44,33.1,343,Yes,9.4,Medium
1237,2024-02-21 12:00:00,Commercial,North,50.21,30.8,158,No,14.1,Low
1238,2024-02-21 13:00:00,Industrial,East,84.92,20.0,286,No,62.0,Medium
1239,2024-02-21 14:00:00,Commercial,South,480.57,43.0,422,No,41.1,Low
1240,2024-02-21 15:00:00,Industrial,East,271.08,5.9,314,No,0.8,Medium
1241,2024-02-21 16:00:00,Commercial,North,12.03,17.1,94,Yes,53.9,Medium
1242,2024-02-21 17:00:00,Industrial,North,132.53,41.8,297,No,33.9,Medium
1243,2024-02-21 18:00:00,Residential,Central,227.72,17.8,94,No,40.9,High
1244,2024-02-21 19:00:00,Industrial,North,347.99,15.1,57,No,17.1,Medium
1245,2024-02-21 20:00:00,Industrial,East,367.91,26.4,164,Yes,44.1,Low
1246,2024-02-21 21:00:00,Industrial,West,497.73,38.0,320,No,78.3,Low
1247,2024-02-21 22:00:00,Industrial,West,147.32,9.1,497,No,5.9,High
1248,2024-02-21 23:00:00,Commercial,Central,271.42,42.7,98,No,22.7,Low
1249,2024-02-22 00:00:00,Residential,East,269.0,36.8,16,No,19.4,Medium
1250,2024-02-22 01:00:00,Industrial,East,205.79,12.3,344,No,19.9,Medium
1251,2024-02-22 02:00:00,Commercial,North,88.74,33.5,78,Yes,30.3,Medium
1252,2024-02-22 03:00:00,Residential,East,488.84,20.4,346,No,65.4,Medium
1253,2024-02-22 04:00:00,Residential,South,427.39,21.1,72,Yes,73.0,Medium
1254,2024-02-22 05:00:00,Residential,North,251.67,36.3,270,No,16.2,Medium
1255,2024-02-22 06:00:00,Residential,South,303.61,43.5,287,Yes,43.4,High
1256,2024-02-22 07:00:00,Industrial,Central,117.49,10.1,66,No,51.0,Medium
1257,2024-02-22 08:00:00,Industrial,West,274.17,21.8,368,No,41.7,Low
1258,2024-02-22 09:00:00,Commercial,Central,349.01,24.2,68,No,34.7,Medium
1259,2024-02-22 10:00:00,Commercial,West,260.01,20.1,193,Yes,15.4,Medium
1260,2024-02-22 11:00:00,Commercial,Central,495.19,19.5,55,No,39.1,High
1261,2024-02-22 12:00:00,Residential,East,307.61,7.1,468,Yes,32.1,Low
1262,2024-02-22 13:00:00,Residential,South,188.63,32.4,379,Yes,63.6,Low
1263,2024-02-22 14:00:00,Industrial,West,387.22,22.4,462,Yes,61.1,High
1264,2024-02-22 15:00:00,Residential,North,89.38,12.8,168,No,10.7,Medium
1265,2024-02-22 16:00:00,Residential,South,195.34,37.6,409,No,7.1,Low
1266,2024-02-22 17:00:00,Residential,North,176.74,37.1,25,No,72.7,Medium
1267,2024-02-22 18:00:00,Commercial,South,218.74,24.5,131,No,42.8,High
1268,2024-02-22 19:00:00,Commercial,South,391.98,16.9,325,Yes,68.6,High
1269,2024-02-22 20:00:00,Industrial,Central,244.67,30.5,102,No,4.7,Medium
1270,2024-02-22 21:00:00,Residential,West,398.04,16.5,374,Yes,42.1,Low
1271,2024-02-22 22:00:00,Residential,West,290.36,14.4,282,Yes,43.2,High
1272,2024-02-22 23:00:00,Industrial,South,174.32,34.2,296,Yes,68.9,Medium
1273,2024-02-23 00:00:00,Residential,East,405.94,6.6,294,No,7.8,High
1274,2024-02-23 01:00:00,Residential,East,122.95,8.8,422,No,19.2,Low
1275,2024-02-23 02:00:00,Commercial,North,116.07,5.3,452,Yes,32.5,Low
1276,2024-02-23 03:00:00,Industrial,North,254.73,11.1,263,No,69.3,Medium
1277,2024-02-23 04:00:00,Industrial,Central,134.12,7.8,478,No,75.1,Low
1278,2024-02-23 05:00:00,Industrial,South,9.5,44.8,414,Yes,79.4,Medium
1279,2024-02-23 06:00:00,Industrial,North,325.91,16.6,120,No,76.7,High
1280,2024-02-23 07:00:00,Commercial,North,257.99,11.0,403,No,0.5,Medium
1281,2024-02-23 08:00:00,Commercial,South,225.53,14.6,231,No,3.8,High
1282,2024-02-23 09:00:00,Residential,Central,483.65,42.4,291,No,11.8,Medium
1283,2024-02-23 10:00:00,Residential,North,287.74,25.8,488,No,27.9,Medium
1284,2024-02-23 11:00:00,Residential,Central,432.4,19.6,161,Yes,66.4,High
1285,2024-02-23 12:00:00,Residential,West,74.03,39.9,161,No,71.4,Medium
1286,2024-02-23 13:00:00,Commercial,Central,286.76,20.8,78,No,14.9,Medium
1287,2024-02-23 14:00:00,Industrial,East,434.65,18.4,38,Yes,49.6,Medium
1288,2024-02-23 15:00:00,Commercial,East,293.64,13.3,394,No,73.4,Medium
1289,2024-02-23 16:00:00,Residential,Central,360.42,20.1,441,No,37.1,Low
1290,2024-02-23 17:00:00,Commercial,East,189.16,17.7,28,Yes,8.3,High
1291,2024-02-23 18:00:00,Industrial,West,50.76,32.1,462,No,36.6,High
1292,2024-02-23 19:00:00,Industrial,South,231.66,16.6,100,No,30.1,Medium
1293,2024-02-23 20:00:00,Commercial,East,200.27,28.1,294,Yes,46.2,Medium
1294,2024-02-23 21:00:00,Commercial,East,434.19,7.6,400,Yes,35.1,Medium
1295,2024-02-23 22:00:00,Commercial,Central,125.78,12.7,124,Yes,1.4,Medium
1296,2024-02-23 23:00:00,Residential,West,483.53,21.3,405,No,79.5,Medium
1297,2024-02-24 00:00:00,Commercial,South,479.28,42.5,92,No,43.5,High
1298,2024-02-24 01:00:00,Commercial,Central,127.58,20.1,255,No,37.9,Low
1299,2024-02-24 02:00:00,Commercial,Central,177.29,31.6,97,Yes,76.4,Low
1300,2024-02-24 03:00:00,Industrial,West,448.3,15.2,6,Yes,12.5,High
1301,2024-02-24 04:00:00,Industrial,South,483.48,10.1,169,Yes,15.1,Medium
1302,2024-02-24 05:00:00,Residential,West,224.5,7.3,383,No,64.6,High
1303,2024-02-24 06:00:00,Residential,South,163.89,17.2,271,No,20.9,Low
1304,2024-02-24 07:00:00,Industrial,West,265.42,11.3,108,No,63.9,Low
1305,2024-02-24 08:00:00,Industrial,Central,345.45,12.0,387,Yes,21.7,High
1306,2024-02-24 09:00:00,Industrial,Central,140.37,35.4,299,No,2.7,Low
1307,2024-02-24 10:00:00,Commercial,North,369.55,5.6,47,No,41.4,High
1308,2024-02-24 11:00:00,Commercial,East,30.57,27.3,99,Yes,15.7,High
1309,2024-02-24 12:00:00,Industrial,West,29.4,20.2,14,No,60.6,Medium
1310,2024-02-24 13:00:00,Commercial,North,196.21,25.3,194,Yes,51.3,Low
1311,2024-02-24 14:00:00,Commercial,East,179.97,27.5,157,Yes,73.9,Medium
1312,2024-02-24 15:00:00,Residential,West,161.24,17.5,388,Yes,62.6,High
1313,2024-02-24 16:00:00,Industrial,South,248.05,16.8,154,No,14.5,Low
1314,2024-02-24 17:00:00,Industrial,East,163.76,34.3,115,No,64.0,Low
1315,2024-02-24 18:00:00,Commercial,Central,100.17,39.9,396,Yes,51.3,Low
1316,2024-02-24 19:00:00,Industrial,North,158.19,12.7,258,Yes,53.5,Low
1317,2024-02-24 20:00:00,Residential,East,487.58,8.9,145,No,66.6,High
1318,2024-02-24 21:00:00,Residential,East,208.5,40.9,291,No,45.9,High
1319,2024-02-24 22:00:00,Residential,Central,225.13,19.0,10,No,37.3,High
1320,2024-02-24 23:00:00,Industrial,West,290.39,27.1,368,Yes,50.9,Medium
1321,2024-02-25 00:00:00,Industrial,South,491.75,19.4,214,Yes,23.8,Medium
1322,2024-02-25 01:00:00,Industrial,Central,124.59,10.0,233,Yes,14.6,Low
1323,2024-02-25 02:00:00,Industrial,South,342.23,28.6,171,Yes,49.3,Medium
1324,2024-02-25 03:00:00,Industrial,West,359.41,26.0,21,No,18.7,Medium
1325,2024-02-25 04:00:00,Residential,East,305.63,13.1,15,No,6.4,High
1326,2024-02-25 05:00:00,Commercial,South,48.85,23.1,419,No,0.0,High
1327,2024-02-25 06:00:00,Residential,North,340.05,36.9,368,No,48.7,High
